id,name,description
L2984973,Camarones (pueblo)," country: CO, region: CO-LAG (Camarones (pueblo))"
L2393130,Camino Boyero," country: CO, region: CO-CUN (Camino Boyero)"
L2309631,Camino El Valle," country: CO, region: CO-CHO (Camino El Valle)"
L1252504,Baje la Cuesta Occidental (Dept. Choco)," country: CO, region: CO-CHO (Camino Galapagos)"
L1252502,Cuesta Occidental (Dept. Choco)," country: CO, region: CO-CHO (Camino Galapagos)"
L6952082,Camino La Tigrera," country: CO, region: CO-TOL (Camino La Tigrera)"
L1193330,Camino Mitú," country: CO, region: CO-VAU (Camino Mitú)"
L5718944,Base Militar," country: CO, region: CO-RIS (Camino Montezuma)"
L5697133,Entrada al lodge," country: CO, region: CO-RIS (Camino Montezuma)"
L5041374,La Clarita," country: CO, region: CO-RIS (Camino Montezuma)"
L5718946,Los Cajones," country: CO, region: CO-RIS (Camino Montezuma)"
L8012829,Montezuma Rainforest Lodge," country: CO, region: CO-RIS (Camino Montezuma)"
L8577529,Río Claro," country: CO, region: CO-RIS (Camino Montezuma)"
L11879678,Camino Montfortiano," country: CO, region: CO-MET (Camino Montfortiano)"
L3915513,Camino Nacional," country: CO, region: CO-QUI (Camino Nacional)"
L3170861,Camino Pitalito," country: CO, region: CO-CAU (Camino Pitalito)"
L1333952,Camino Real Barichara a Guane," country: CO, region: CO-SAN (Camino Real Barichara a Guane)"
L3170871,Camino Rio Guatiquia," country: CO, region: CO-MET (Camino Rio Guatiquia)"
L3170835,Camino Sabana Rubia," country: CO, region: CO-CES (Camino Sabana Rubia)"
L9060690,Camino Sabanitas (Sabanitas road)," country: CO, region: CO-GUA (Camino Sabanitas (Sabanitas road))"
L1450948,Camino Santa Cruz y Sendas," country: CO, region: CO-VAU (Camino Santa Cruz y Sendas)"
L4433783,Termales de San Vicente," country: CO, region: CO-RIS (Camino Santa Rosa Cabal)"
L3531210,Camino Viejo de Florencia," country: CO, region: CO-CAQ (Camino Viejo de Florencia)"
L3221007,Camino a Quibdo," country: CO, region: CO-CHO (Camino a Quibdo)"
L4608539,Mina Pipintá," country: CO, region: CO-CAL (Camino)"
L9119561,Campamento Ecológico La Nueva Rambla," country: CO, region: CO-CUN (Campamento Ecológico La Nueva Rambla)"
L2376455,Campo Ecologico Gramalote," country: CO, region: CO-MET (Campo Ecologico Gramalote)"
L20943780,Campo Ecológico Gramalote," country: CO, region: CO-MET (Campo Ecológico Gramalote)"
L4351779,Canal Bogotá," country: CO, region: CO-NSA (Canal Bogotá)"
L4549783,Canal Boyacá," country: CO, region: CO-DC (Canal Boyacá)"
L7135064,Canal Río Molinos," country: CO, region: CO-DC (Canal Río Molinos)"
L7813090,Cananguchal Curillo," country: CO, region: CO-CAQ (Cananguchal Curillo)"
L8837517,Cananguchal La Gallineta," country: CO, region: CO-CAQ (Cananguchal La Gallineta)"
L11541794,Cancha sintética Florentina," country: CO, region: CO-MET (Cancha sintética Florentina)"
L465345,Capurganá," country: CO, region: CO-CHO (Capurganá)"
L4187455,Cari (Tocuyo Sparrow Area)," country: CO, region: CO-LAG (Cari)"
L3173887,Puerto Salgar," country: CO, region: CO-CUN (Carratera Guaduas)"
L4505845,El Mirador," country: CO, region: CO-PUT (Carretera 10)"
L6788531,"Carretera 60, abajo de Las Tangaras Lodge"," country: CO, region: CO-CHO (Carretera 60, abajo de Las Tangaras Lodge)"
L3170860,Guamal a Cubarral," country: CO, region: CO-MET (Carretera 65)"
L4221181,Mediacanoa," country: CO, region: CO-VAC (Carretera Buga)"
L2695686, Riosucio," country: CO, region: CO-ANT (Carretera Jardín)"
L4158588,Carretera Juntas," country: CO, region: CO-TOL (Carretera Juntas)"
L8110546, San Vicente de Caguán Caqueta," country: CO, region: CO-MET (Carretera La Macarena)"
L4681166,Jardín," country: CO, region: CO-ANT (Carretera La Mesenia)"
L4817239,Carretera Mitú a Urania," country: CO, region: CO-VAU (Carretera Mitú a Urania)"
L1252511,Carretera Nevado del Ruiz," country: CO, region: CO-CAL (Carretera Nevado del Ruiz)"
L3169356,Carretera Onzaga," country: CO, region: CO-BOY (Carretera Onzaga)"
L4625346,Km 51," country: CO, region: CO-CAU (Carretera Pitalito)"
L6163255,Río Villalobos," country: CO, region: CO-CAU (Carretera Pitalito)"
L2734198,Carretera Playa Guio," country: CO, region: CO-GUV (Carretera Playa Guio)"
L4137851,Casa Teja," country: CO, region: CO-CAL (Carretera Termales del Ruíz)"
L3708073,La Gruta," country: CO, region: CO-CAL (Carretera Termales el Otoño)"
L4353208,Agua Panela," country: CO, region: CO-VAC (Carretera Trujillo)"
L886731,76," country: CO, region: CO-VAC (Carretera Vieja Buenaventura)"
L886724,115," country: CO, region: CO-VAC (Carretera Vieja Buenaventura)"
L4307390,Carretera a Cascadas de Marinca," country: CO, region: CO-MAG (Carretera a Cascadas de Marinca)"
L2678142,Carretera a La Cristalina," country: CO, region: CO-BOY (Carretera a La Cristalina)"
L2956996,60," country: CO, region: CO-VAC (Carreterra Buenaventura)"
L883014,Senda El Barrion," country: CO, region: CO-VAC (Carreterra Buenaventura)"
L9418946,Cartagena del Chairá—Muelle Principal," country: CO, region: CO-CAQ (Cartagena del Chairá—Muelle Principal)"
L8910475,"Cartago, Madrevieja la Zapata"," country: CO, region: CO-VAC (Cartago, Madrevieja la Zapata)"
L9191668,"Cartago, Parque De La Salud"," country: CO, region: CO-VAC (Cartago, Parque De La Salud)"
L9191393,"Cartago, Parque La Isleta"," country: CO, region: CO-VAC (Cartago, Parque La Isleta)"
L7998360,"Cartago, Ribera del Río La Vieja"," country: CO, region: CO-VAC (Cartago, Ribera del Río La Vieja)"
L9617376,"Cartago, Vereda El Enfado"," country: CO, region: CO-VAC (Cartago, Vereda El Enfado)"
L7816928,Casa Campo El Tucan," country: CO, region: CO-CES (Casa Campo El Tucan)"
L11016949,"Casa Cristal Hospedaje, Ibague"," country: CO, region: CO-TOL (Casa Cristal Hospedaje, Ibague)"
L7368319,Casa Finca Maranata," country: CO, region: CO-TOL (Casa Finca Maranata)"
L5256292,Casa Gregorio," country: CO, region: CO-AMA (Casa Gregorio)"
L3542008,Casa Hato la Aurora," country: CO, region: CO-CAS (Casa Hato la Aurora)"
L8077959,Casa Museo Quinta de Bolívar," country: CO, region: CO-DC (Casa Museo Quinta de Bolívar)"
L6425211,Casa Tangara," country: CO, region: CO-CUN (Casa Tangara)"
L4864996,Casa de La Cultura," country: CO, region: CO-MET (Casa de La Cultura)"
L4864975,Sendero," country: CO, region: CO-MET (Casa de La Cultura)"
L7919100,Casa de Observadores (acceso restringido)," country: CO, region: CO-VAC (Casa de Observadores (acceso restringido))"
L14418673,Casa de Pájaros Lodge," country: CO, region: CO-HUI (Casa de Pájaros Lodge)"
L16592125,Casa de los Colibríes," country: CO, region: CO-ANT (Casa de los Colibríes)"
L1252543,Casanguillas Creek (Dept. Caldas)," country: CO, region: CO-CAL (Casanguillas Creek (Dept. Caldas))"
L10642607,Cascada Anayacito," country: CO, region: CO-CAQ (Cascada Anayacito)"
L7277635,Cascada El Ojo de Dios," country: CO, region: CO-PUT (Cascada El Ojo de Dios)"
L7770866,Cascada La 70," country: CO, region: CO-BOY (Cascada La 70)"
L8571717, Isnos," country: CO, region: CO-HUI (Cascada La Brava, Vereda El Mármol)"
L5584545,Cascada La Diabla," country: CO, region: CO-CAQ (Cascada La Diabla)"
L7871797,Cascada Las Delicias," country: CO, region: CO-GUV (Cascada Las Delicias)"
L8113585,Cascada Salto de Candelas," country: CO, region: CO-BOY (Cascada Salto de Candelas)"
L6208751,Cascada San Antonio," country: CO, region: CO-CAU (Cascada San Antonio)"
L8275550,Cascada de Los Caballeros," country: CO, region: CO-SAN (Cascada de Los Caballeros)"
L3245783,Cascadas de Marinca," country: CO, region: CO-MAG (Cascadas de Marinca)"
L6276752,Cascadas de Rio Verde," country: CO, region: CO-QUI (Cascadas de Rio Verde)"
L8336456, Grallarias," country: CO, region: CO-CAL (Caserio)"
L6123835,Castillo de San Felipe," country: CO, region: CO-BOL (Castillo de San Felipe)"
L2733440,Catedrál de Sal de Zipaquirá," country: CO, region: CO-CUN (Catedrál de Sal de Zipaquirá)"
L5046669,Caverna de Milpes," country: CO, region: CO-CAQ (Caverna de Milpes)"
L7562069,Caño Culebra Trail," country: CO, region: CO-GUA (Caño Culebra Trail)"
L9076527,Caño Cunubén," country: CO, region: CO-GUA (Caño Cunubén)"
L7092727,Caño Cunumia," country: CO, region: CO-MET (Caño Cunumia)"
L5623368,Caño Dagua," country: CO, region: CO-VID (Caño Dagua)"
L17411885,Caño Güitorá," country: CO, region: CO-CAQ (Caño Güitorá)"
L8004699,Caño Irique," country: CO, region: CO-MET (Caño Irique)"
L4888016,Caño Jesús," country: CO, region: CO-ARA (Caño Jesús)"
L4922402,Caño Jesús," country: CO, region: CO-ARA (Caño Jesús)"
L7561897,Caño La Rompida," country: CO, region: CO-VID (Caño La Rompida)"
L3638261,Caño Lagartococha," country: CO, region: CO-PUT (Caño Lagartococha)"
L5835561,Desembocadura," country: CO, region: CO-BOL (Caño Matunilla)"
L7878152,Caño Salinas," country: CO, region: CO-MET (Caño Salinas)"
L11431546,"Caño Vita, Puerto Carreño Vichada Colombia"," country: CO, region: CO-VID (Caño Vita, Puerto Carreño Vichada Colombia)"
L4151651,Caño Vitina," country: CO, region: CO-GUA (Caño Vitina)"
L4720807,Cañon de Los Guácharos," country: CO, region: CO-CAQ (Cañon de Los Guácharos)"
L2734490,Cañon del Río Barbas (Dept. Risaralda)," country: CO, region: CO-RIS (Cañon del Río Barbas (Dept. Risaralda))"
L4854001,Cañón Chicamocha," country: CO, region: CO-SAN (Cañón Chicamocha)"
L7826303,Cañón Río Bache," country: CO, region: CO-HUI (Cañón Río Bache)"
L5983405,Cañón de Cay," country: CO, region: CO-TOL (Cañón de Cay)"
L15769236,Cañón de Juanambú," country: CO, region: CO-NAR (Cañón de Juanambú)"
L4815317,Cañón de La Cristalina," country: CO, region: CO-HUI (Cañón de La Cristalina)"
L465363,Cañón del Río Alicante," country: CO, region: CO-ANT (Cañón del Río Alicante)"
L465373,Cañón del Río Barbas y Bremen," country: CO, region: CO-QUI (Cañón del Río Barbas y Bremen)"
L6166578,Cañón del Río Blanco," country: CO, region: CO-PUT (Cañón del Río Blanco)"
L4609428, Ibagué," country: CO, region: CO-TOL (Cañón del Río Combeima)"
L6340578, Ibagué," country: CO, region: CO-TOL (Cañón del Río Combeima)"
L3591036, Ibagué," country: CO, region: CO-TOL (Cañón del Río Combeima)"
L783417, Ibagué," country: CO, region: CO-TOL (Cañón del Río Combeima)"
L4609572, Planchón de El Silencio," country: CO, region: CO-TOL (Cañón del Río Combeima)"
L6240720,Cascada de La Virgen," country: CO, region: CO-VAC (Cañón del Río Digua)"
L465426,Cañón del Río Guatiquía," country: CO, region: CO-MET (Cañón del Río Guatiquía)"
L4882421,Cañón del Río Guejar," country: CO, region: CO-MET (Cañón del Río Guejar)"
L4815118,Cañón del Río Loro," country: CO, region: CO-HUI (Cañón del Río Loro)"
L7260049,Cañón del Río Tochecito," country: CO, region: CO-TOL (Cañón del Río Tochecito)"
L4851455,Cañón del rio Caraño—Zona Baja," country: CO, region: CO-CAQ (Cañón del rio Caraño—Zona Baja)"
L1451759,Ceima Cachivera," country: CO, region: CO-VAU (Ceima Cachivera)"
L8287687,Centro Cafetero de Capacitación," country: CO, region: CO-TOL (Centro Cafetero de Capacitación)"
L3625308,Centro Deportivo La Gata Golosa," country: CO, region: CO-DC (Centro Deportivo La Gata Golosa)"
L7108133,Centro Educativo Rural de Restrepo," country: CO, region: CO-MET (Centro Educativo Rural de Restrepo)"
L3855502,Centro Experimental Amazónico," country: CO, region: CO-PUT (Centro Experimental Amazónico)"
L4134803,Centro Forestal Tropical del Bajo Calima," country: CO, region: CO-VAC (Centro Forestal Tropical del Bajo Calima)"
L8233110,Centro Forestal y Ambiental Bomberos Yumbo," country: CO, region: CO-VAC (Centro Forestal y Ambiental Bomberos Yumbo)"
L2472820,Palmira," country: CO, region: CO-VAC (Centro Internacional de Agricultura Tropical)"
L7094855,Centro Permacultural Cosmogenesis," country: CO, region: CO-MET (Centro Permacultural Cosmogenesis)"
L5871165, Universidad del Tolima (Granja)," country: CO, region: CO-TOL (Centro Universitario Regional del Norte)"
L4286951,Centro Vacacional Lagosol," country: CO, region: CO-CUN (Centro Vacacional Lagosol)"
L3198384,Centro de Educación Ambiental La Teresita," country: CO, region: CO-VAC (Centro de Educación Ambiental La Teresita)"
L4720420,Centro de Investigaciones Amazonicas Macagual," country: CO, region: CO-CAQ (Centro de Investigaciones Amazonicas Macagual)"
L7552903,Centro de Investigación La Colonia," country: CO, region: CO-HUI (Centro de Investigación La Colonia)"
L7268806,Centro de Investigación de Bosque Seco Tropical Attalea," country: CO, region: CO-HUI (Centro de Investigación de Bosque Seco Tropical Attalea)"
L6562277,Centro de Visitantes de Cartagena," country: CO, region: CO-BOL (Centro de Visitantes de Cartagena)"
L6364642,Cerrito Verde," country: CO, region: CO-VAU (Cerrito Verde)"
L604065,Cerro Amarillo (Dept. Antioquia)," country: CO, region: CO-ANT (Cerro Amarillo (Dept. Antioquia))"
L4321971,Cerro Azul," country: CO, region: CO-ANT (Cerro Azul)"
L7909480,Cerro Cristales  (Cristo Rey)," country: CO, region: CO-VAC (Cerro Cristales  (Cristo Rey))"
L3915327,Cerro El Bita," country: CO, region: CO-VID (Cerro El Bita)"
L18501183,Cerro El Capiro," country: CO, region: CO-ANT (Cerro El Capiro)"
L4675492,Cerro El Tablazo," country: CO, region: CO-CUN (Cerro El Tablazo)"
L6275336,Cerro Gabinete," country: CO, region: CO-CAQ (Cerro Gabinete)"
L4005274,Cerro Guacamaya," country: CO, region: CO-VAU (Cerro Guacamaya)"
L3694011,Cerro La Asomadera," country: CO, region: CO-ANT (Cerro La Asomadera)"
L6728206,Cerro La Asomadera," country: CO, region: CO-ANT (Cerro La Asomadera)"
L3905974,Cerro La Bandera," country: CO, region: CO-VID (Cerro La Bandera)"
L465421,Cerro La Judía," country: CO, region: CO-SAN (Cerro La Judía)"
L5159819,Cerro La Luchata," country: CO, region: CO-SAN (Cerro La Luchata)"
L5842394,Cerro La Vieja," country: CO, region: CO-ATL (Cerro La Vieja)"
L4429455,Cerro Las Nubes," country: CO, region: CO-ANT (Cerro Las Nubes)"
L3626251,Cerro Manjuí," country: CO, region: CO-CUN (Cerro Manjuí)"
L20511708,1100msnm)," country: CO, region: CO-CHO (Cerro Mecana)"
L20511663,700msnm)," country: CO, region: CO-CHO (Cerro Mecana)"
L17052278,"Cerro Montezuma, Tatama NP"," country: CO, region: CO-RIS (Cerro Montezuma, Tatama NP)"
L6109719,Los Chorros," country: CO, region: CO-RIS (Cerro Montezuma)"
L3660405,El Salado," country: CO, region: CO-PUT (Cerro Patascoy)"
L8045995,Cerro Pico de Plata," country: CO, region: CO-CUN (Cerro Pico de Plata)"
L5845383,Cerro Pinturas," country: CO, region: CO-GUV (Cerro Pinturas)"
L2502708,Cerro Quinini," country: CO, region: CO-CUN (Cerro Quinini)"
L6827444,Cerro Ratón," country: CO, region: CO-MAG (Cerro Ratón)"
L4620749,Cerro San Luis," country: CO, region: CO-HUI (Cerro San Luis)"
L7779994,Cerro Travesias," country: CO, region: CO-CAQ (Cerro Travesias)"
L6975157,Cerro Tres Cruces," country: CO, region: CO-ANT (Cerro Tres Cruces)"
L1193327,Cerro Urania (general area)," country: CO, region: CO-VAU (Cerro Urania (general area))"
L8144339,Cerro Yupati," country: CO, region: CO-AMA (Cerro Yupati)"
L6993920,Cerro de Bobalí," country: CO, region: CO-CES (Cerro de Bobalí)"
L1770455,Cerro de La Conejera," country: CO, region: CO-DC (Cerro de La Conejera)"
L15667059,Cerro de La Cruz," country: CO, region: CO-CES (Cerro de La Cruz)"
L4302323,Cerro de La Eme," country: CO, region: CO-CAU (Cerro de La Eme)"
L7519455,Cerro de La Paz," country: CO, region: CO-SAN (Cerro de La Paz)"
L6789893,Cerro de Las Tres Cruces," country: CO, region: CO-VAC (Cerro de Las Tres Cruces)"
L7761534,Cerro de Monserrate," country: CO, region: CO-CAL (Cerro de Monserrate)"
L1335070,Cima," country: CO, region: CO-DC (Cerro de Monserrate)"
L8396851,Cerro de Oro," country: CO, region: CO-CAL (Cerro de Oro)"
L5963508,Cerro del Zuque," country: CO, region: CO-DC (Cerro del Zuque)"
L2837955,Cerro do Guadalupe," country: CO, region: CO-DC (Cerro do Guadalupe)"
L887684,Cerro el Quitasol," country: CO, region: CO-ANT (Cerro el Quitasol)"
L11440463,Cerro tutelar Pan de Azúcar," country: CO, region: CO-ANT (Cerro tutelar Pan de Azúcar)"
L465425,Cerros Occidentales de Tabio y Tenjo," country: CO, region: CO-CUN (Cerros Occidentales de Tabio y Tenjo)"
L2457038,Aurora Alta," country: CO, region: CO-CUN (Cerros Orientales Bogotá)"
L3170836,Cerros de Mavecure," country: CO, region: CO-GUA (Cerros de Mavecure)"
L7561990,Pajarito," country: CO, region: CO-GUA (Cerros de Mavecure)"
L3638496,Floresta de la Sabana," country: CO, region: CO-DC (Cerros de Torca)"
L11431725,Cerros de Usaquén," country: CO, region: CO-DC (Cerros de Usaquén)"
L3054544,Chamicero del Perijá Proaves Reserve," country: CO, region: CO-CES (Chamicero del Perijá Proaves Reserve)"
L6248331,Caldas," country: CO, region: CO-CAL (Charca de Guarinocito, La Dorada)"
L5842078,El Rubí (AICA CO204)," country: CO, region: CO-CAS (Chaviripa)"
L9914580,Chilapacha," country: CO, region: CO-CES (Chilapacha)"
L12902187,Chincherry ProAves Reserve," country: CO, region: CO-SAP (Chincherry ProAves Reserve)"
L4910114,Chitaga (pueblo)," country: CO, region: CO-NSA (Chitaga (pueblo))"
L7476890,Chorrera del Indio," country: CO, region: CO-VAC (Chorrera del Indio)"
L11077230,Chorros de Atarraya," country: CO, region: CO-RIS (Chorros de Atarraya)"
L4318513,Chorros de La Arboleda," country: CO, region: CO-ANT (Chorros de La Arboleda)"
L4318932,Chorros de La Cascada," country: CO, region: CO-ANT (Chorros de La Cascada)"
L7372670,Ciclovía del Aeropuerto," country: CO, region: CO-CAQ (Ciclovía del Aeropuerto)"
L7349509,Cienaga Palizada," country: CO, region: CO-ANT (Cienaga Palizada)"
L7224383,Cienaga Playoncito," country: CO, region: CO-BOL (Cienaga Playoncito)"
L7352625,Cienaga Ranchito," country: CO, region: CO-BOL (Cienaga Ranchito)"
L7730769,Cienaga San Silvestre," country: CO, region: CO-SAN (Cienaga San Silvestre)"
L6267444,Cienaga de La Virgen," country: CO, region: CO-BOL (Cienaga de La Virgen)"
L8301223,Las Americas," country: CO, region: CO-BOL (Cienaga de La Virgen)"
L2414912,Cienaga de la Virgen," country: CO, region: CO-BOL (Cienaga de la Virgen)"
L4059406,Manglares," country: CO, region: CO-BOL (Cienaga de la Virgen)"
L7374960,Cienega de Palagua," country: CO, region: CO-BOY (Cienega de Palagua)"
L603679,Cisneros," country: CO, region: CO-ANT (Cisneros)"
L4364254,Ciudad Perdida," country: CO, region: CO-MAG (Ciudad Perdida)"
L3800209,Ciudad Perdida Falan," country: CO, region: CO-TOL (Ciudad Perdida Falan)"
